# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)|PWY-7268|||0.60864335|6.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7268
sucrose degradation III (sucrose invertase)|PWY-621|Sucrose Degradation|SUCROSE-DEG|0.61261773|3.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-621
fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|PWY-6837|||0.61262774|3.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6837
coenzyme A biosynthesis I (prokaryotic)|COA-PWY|Coenzyme A Biosynthesis|CoA-Biosynthesis|0.61350375|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=COA-PWY
biotin biosynthesis from 8-amino-7-oxononanoate I|PWY0-1507|Biotin Biosynthesis|BIOTIN-SYN|0.6177129|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1507
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotides De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.6208461|14.555555|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
urea cycle|PWY-4984|||0.6216959|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4984
aerobic respiration I (cytochrome c)|PWY-3781|||0.6239328|7.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3781
aerobic respiration II (cytochrome c) (yeast)|PWY-7279|||0.6296342|6.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7279
L-glutamate biosynthesis II|GLUTAMATE-SYN2-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.64392376|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-SYN2-PWY
D-gluconate degradation|GLUCONSUPER-PWY|||0.64392376|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONSUPER-PWY
indole-3-acetate biosynthesis V (bacteria and fungi)|PWY-5026|Auxins Biosynthesis|Auxin-Biosynthesis|0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5026
pyruvate fermentation to lactate|PWY-5481|pyruvate fermentation to lactate|Pyruvate-Lactate-Fermentation|0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5481
phosphatidylinositol biosynthesis II (eukaryotes)|PWY-7625|||0.64392376|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7625
L-arginine degradation VI (arginase 2 pathway)|ARG-PRO-PWY|L-arginine Degradation|ARGININE-DEG|0.64411795|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARG-PRO-PWY
D-galactose degradation V (Leloir pathway)|PWY66-422|Galactose Degradation|GALACTOSE-DEGRADATION|0.64597183|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-422
L-arabinose degradation II|PWY-5515|L-arabinose Degradation|L-Arabinose-Degradation|0.6515694|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5515
heme b biosynthesis I (aerobic)|HEME-BIOSYNTHESIS-II|Heme b Biosynthesis|Heme-b-Biosynthesis|0.6592225|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HEME-BIOSYNTHESIS-II
monoacylglycerol metabolism (yeast)|PWY-7420|||0.66|2.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7420
UDP-N-acetyl-D-glucosamine biosynthesis II|UDPNACETYLGALSYN-PWY|UDP-N-acetyl-D-glucosamine Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|0.67479295|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=UDPNACETYLGALSYN-PWY
NAD phosphorylation and transhydrogenation|NADPHOS-DEPHOS-PWY-1|||0.68592423|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NADPHOS-DEPHOS-PWY-1
betaxanthin biosynthesis|PWY-5426|||0.7056622|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5426
lipoate salvage I|PWY0-522|Lipoate Biosynthesis|Lipoate-Biosynthesis|0.7056622|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-522
pyridoxal 5'-phosphate salvage I|PLPSAL-PWY|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.70908993|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PLPSAL-PWY
chitin degradation to ethanol|PWY-7118|||0.70978856|3.8333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7118
NAD/NADH phosphorylation and dephosphorylation|PWY-5083|||0.7130895|7.1666665|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5083
formaldehyde assimilation III (dihydroxyacetone cycle)|P185-PWY|Formaldehyde Assimilation|Formaldehyde-Assimilation|0.7147868|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=P185-PWY
trehalose biosynthesis I|TRESYN-PWY|Trehalose Biosynthesis|Trehalose-biosynthesis|0.715|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRESYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I|PWY-7226|Guanosine Deoxyribonucleotides De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|0.74510074|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7226
adenosine deoxyribonucleotides de novo biosynthesis|PWY-7227|Adenosine Deoxyribonucleotides De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|0.74510074|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7227
glycerol-3-phosphate shuttle|PWY-6118|||0.74510074|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6118
trehalose degradation II (trehalase)|PWY0-1182|Trehalose Degradation|Trehalose-Degradation|0.76156914|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1182
methylglyoxal degradation I|PWY-5386|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.77|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5386
2-oxoglutarate decarboxylation to succinyl-CoA|PWY-5084|||0.78470844|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5084
fatty acid elongation -- saturated|FASYN-ELONG-PWY|||0.8|23.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=FASYN-ELONG-PWY
gondoate biosynthesis (anaerobic)|PWY-7663|||0.8|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7663
5-aminoimidazole ribonucleotide biosynthesis I|PWY-6121|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|0.80580693|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6121
2-oxoisovalerate decarboxylation to isobutanoyl-CoA|PWY-5046|||0.8258674|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5046
L-tryptophan degradation X (mammalian, via tryptamine)|PWY-6307|L-tryptophan Degradation|TRYPTOPHAN-DEG|0.82665604|5.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6307
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|PWY-6147|6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis|0.83860576|3.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6147
L-asparagine biosynthesis II|ASPARAGINESYN-PWY|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.8462777|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINESYN-PWY
L-glutamate degradation IX (via 4-aminobutanoate)|PWY0-1305|L-glutamate Degradation|GLUTAMATE-DEG|0.8462777|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1305
superoxide radicals degradation|DETOX1-PWY|Reactive Oxygen Species Degradation|REACTIVE-OXYGEN-SPECIES-DEGRADATION|0.8462777|5.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DETOX1-PWY
trehalose degradation VI (periplasmic)|PWY0-1466|Trehalose Degradation|Trehalose-Degradation|0.8462777|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1466
fatty acid beta-oxidation III (unsaturated, odd number)|PWY-5137|||0.8462777|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5137
glycine biosynthesis IV|GLYSYN-THR-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.8462777|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-THR-PWY
L-cysteine biosynthesis III (from L-homocysteine)|HOMOCYSDEGR-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.8462777|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOCYSDEGR-PWY
UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)|PWY-7346|||0.8462777|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7346
L-asparagine degradation I|ASPARAGINE-DEG1-PWY|L-asparagine Degradation|ASPARAGINE-DEG|0.8462777|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-DEG1-PWY
glutathione-glutaredoxin redox reactions|GLUT-REDOX-PWY|||0.8462777|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUT-REDOX-PWY
tetrapyrrole biosynthesis II (from glycine)|PWY-5189|Tetrapyrrole Biosynthesis|Tetrapyrrole-Biosynthesis|0.8462777|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5189
mannitol degradation I|MANNIDEG-PWY|||0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNIDEG-PWY
putrescine biosynthesis III|PWY-46|Putrescine Biosynthesis|Putrescine-Biosynthesis|0.8462777|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-46
acyl carrier protein activation|PWY-6012-1|||0.8462777|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6012-1
pyrimidine deoxyribonucleotides biosynthesis from CTP|PWY-7210|||0.8520363|16.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7210
L-arginine biosynthesis II (acetyl cycle)|ARGSYNBSUB-PWY|L-arginine Biosynthesis|ARGININE-SYN|0.85692954|1.4444444|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGSYNBSUB-PWY
xyloglucan degradation II (exoglucanase)|PWY-6807|Xyloglucan Degradation|Xyloglucan-Degradation|0.88000005|2.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6807
L-homoserine biosynthesis|HOMOSERSYN-PWY|||0.90100247|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
pyruvate fermentation to ethanol II|PWY-5486|pyruvate fermentation to ethanol|Pyruvate-Ethanol-Fermentation|0.9089311|8.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5486
pyruvate decarboxylation to acetyl CoA|PYRUVDEHYD-PWY|||0.91961104|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRUVDEHYD-PWY
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|0.91961104|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
phytol degradation|PWY66-389|||0.92499995|9.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-389
UTP and CTP dephosphorylation II|PWY-7177|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.92549306|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7177
L-leucine biosynthesis|LEUSYN-PWY|L-leucine Biosynthesis|LEUCINE-SYN|0.97277606|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LEUSYN-PWY
UTP and CTP dephosphorylation I|PWY-7185|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.98855144|2.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7185
pentose phosphate pathway (oxidative branch) I|OXIDATIVEPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.98965675|3.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
UMP biosynthesis I|PWY-5686|UMP Biosynthesis|UMP-Biosynthesis|0.9897434|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5686
L-dopachrome biosynthesis|PWY-6481|||1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6481
myo-inositol biosynthesis|PWY-2301|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
fatty acids biosynthesis (yeast)|PWY-5970|||1.0|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5970
fatty acid biosynthesis initiation II|PWY-5966|||1.0|23.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5966
L-lysine degradation VII|PWY-5311|L-lysine Degradation|LYSINE-DEG|1.0|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5311
cyanide detoxification II|PWY-7142|Cyanide Detoxification|Cyanide-Detoxification|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7142
inosine-5'-phosphate biosynthesis II|PWY-6124|Inosine-5'-phosphate Biosynthesis|IMP-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6124
L-asparagine biosynthesis I|ASPARAGINE-BIOSYNTHESIS|L-asparagine Biosynthesis|ASPARAGINE-SYN|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-BIOSYNTHESIS
chlorinated phenols degradation|PWY-6197|||1.0|17.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6197
phenol degradation I (aerobic)|PWY-5418|Phenol Degradation|Phenol-Degradation|1.0|17.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5418
L-leucine degradation III|PWY-5076|L-leucine Degradation|LEUCINE-DEG|1.0|7.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5076
salicylate degradation I|PWY-6183|Salicylate Degradation|Salicylate-Degradation|1.0|34.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6183
thio-molybdenum cofactor biosynthesis|PWY-5963|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5963
pyrimidine ribonucleosides salvage II|PWY-6556|||1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6556
pyrimidine ribonucleosides salvage III|PWY-7195|||1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7195
thiosulfate disproportionation IV (rhodanese)|PWY-5350|Thiosulfate Disproportionation|Thiosulfate-Disproportionation|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5350
L-cysteine degradation II|LCYSDEG-PWY|L-cysteine Degradation|CYSTEINE-DEG|1.0|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LCYSDEG-PWY
homocysteine and cysteine interconversion|PWY-801|L-cysteine Biosynthesis|CYSTEINE-SYN|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-801
lipoate biosynthesis and incorporation I|PWY0-501|Lipoate Biosynthesis|Lipoate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-501
folate polyglutamylation|PWY-2161|||1.0|5.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
adenosine ribonucleotides de novo biosynthesis|PWY-7219|||1.0|7.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7219
glycogen degradation II|PWY-5941|Glycogen Degradation|Glycogen-Degradation|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5941
cellulose degradation II (fungi)|PWY-6788|Cellulose Degradation|Cellulose-Degradation|1.0|14.666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6788
sterol:steryl ester interconversion (yeast)|PWY-7424|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7424
hypusine biosynthesis|PWY-5905|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5905
itaconate biosynthesis|PWY-5750|||1.0|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5750
Ac/N-end rule pathway|PWY-7800|||1.0|4.285714|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7800
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|1.0|4.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
quinate degradation II|PWY-6416|Quinate Degradation|Quinate-Degradation|1.0|3.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6416
sulfate activation for sulfonation|PWY-5340|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5340
lipoate biosynthesis and incorporation II|PWY0-1275|Lipoate Biosynthesis|Lipoate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1275
tetrahydrofolate biosynthesis|PWY-6614|||1.0|4.6666665|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6614
L-valine biosynthesis|VALSYN-PWY|L-valine Biosynthesis|VALINE-BIOSYNTHESIS|1.0|3.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=VALSYN-PWY
L-histidine biosynthesis|HISTSYN-PWY|L-histidine Biosynthesis|HISTIDINE-SYN|1.0|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HISTSYN-PWY
phospholipid remodeling (phosphatidate, yeast)|PWY-7417|||1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7417
acyl-CoA hydrolysis|PWY-5148|||1.0|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5148
1,3-beta-D-glucan biosynthesis|PWY-6773|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6773
stearate biosynthesis III (fungi)|PWY3O-355|Stearate Biosynthesis|Stearate-Biosynthesis|1.0|7.6666665|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-355
L-serine biosynthesis|SERSYN-PWY|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SERSYN-PWY
palmitate biosynthesis I (animals and fungi)|PWY-5994|Palmitate Biosynthesis|Palmitate-Biosynthesis|1.0|24.709677|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5994
phosphatidylethanolamine biosynthesis I|PWY-5669|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|1.0|4.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5669
triacylglycerol degradation|LIPAS-PWY|||1.0|8.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPAS-PWY
melibiose degradation|PWY0-1301|||1.0|8.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1301
xylitol degradation|LARABITOLUTIL-PWY|||1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LARABITOLUTIL-PWY
glycine biosynthesis III|GLYSYN-ALA-PWY|Glycine Biosynthesis|GLYCINE-SYN|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-ALA-PWY
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
phosphate acquisition|PWY-6348|||1.0|16.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6348
PRPP biosynthesis I|PWY0-662|PRPP Biosynthesis|PRPP-Biosynthesis|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-662
penicillin K biosynthesis|PWY-5630|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5630
adenosine nucleotides degradation II|SALVADEHYPOX-PWY|Adenosine Nucleotides Degradation|Adenosine-Nucleotides-Degradation|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SALVADEHYPOX-PWY
L-tyrosine degradation I|TYRFUMCAT-PWY|L-tyrosine Degradation|TYROSINE-DEG|1.0|2.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TYRFUMCAT-PWY
urea degradation II|PWY-5704|Urea Degradation|Urea-Degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5704
xylose degradation II|PWY-5516|Xylose Degradation|Xylose-Degradation|1.0|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5516
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde|PWY-5651|L-tryptophan Degradation|TRYPTOPHAN-DEG|1.0|2.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5651
UTP and CTP de novo biosynthesis|PWY-7176|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7176
phosphopantothenate biosynthesis I|PANTO-PWY|Phosphopantothenate Biosynthesis|Pantothenate-Biosynthesis|1.0|2.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PANTO-PWY
L-leucine degradation I|LEU-DEG2-PWY|L-leucine Degradation|LEUCINE-DEG|1.0|2.3333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LEU-DEG2-PWY
3-dehydroquinate biosynthesis I|PWY-6164|3-Dehydroquinate Biosynthesis|3-Dehydroquinate-Biosynthesis|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6164
spermidine biosynthesis I|BSUBPOLYAMSYN-PWY|Spermidine Biosynthesis|Spermidine-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BSUBPOLYAMSYN-PWY
oleate biosynthesis II (animals and fungi)|PWY-5996|Oleate Biosynthesis|Oleate-Biosynthesis|1.0|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5996
formaldehyde oxidation II (glutathione-dependent)|PWY-1801|Formaldehyde Oxidation|Formaldehyde-Oxidation|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1801
methanol oxidation to formaldehyde IV|PWY-5506|Methanol Oxidation|Methanol-Oxidation|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5506
